No.,TimeStamp(UNIX),Latitude,Longitude,SSID,Channel,RSSI(dBm),,
1297,1600945904,35.1586543,136.9241882,AAA001,5,-71,,
1298,1600945905,35.1586543,136.9241882,AAA001,5,-71,,
1299,1600945905,35.1586543,136.9241882,AAA001,5,-71,,
1300,1600945906,35.1586543,136.9241882,AAA001,5,-71,,
1301,1600943403,35.1586987,136.9240287,AAA002,13,-74,,
1302,1600943404,35.1586987,136.9240287,AAA002,13,-74,,
1303,1600943404,35.1586987,136.9240287,AAA002,13,-74,,
1304,1600943405,35.1586987,136.9240287,AAA002,13,-74,,
1305,1600943406,35.1586987,136.9240287,AAA002,13,-74,,
1306,1600943406,35.1586987,136.9240287,AAA002,13,-74,,
1307,1600943407,35.1586987,136.9240287,AAA002,13,-74,,
1308,1600943408,35.1586987,136.9240287,AAA002,13,-74,,
1309,1600943408,35.1586987,136.9240287,AAA002,13,-74,,
1310,1600943409,35.1586987,136.9240287,AAA002,13,-74,,
1311,1600943410,35.1586987,136.9240287,AAA002,13,-74,,
1312,1600943411,35.1586987,136.9240287,AAA002,13,-74,,
1313,1600943411,35.1586987,136.9240287,AAA002,13,-74,,
1314,1600943412,35.1586987,136.9240287,AAA002,13,-74,,
1315,1600943413,35.1586987,136.9240287,AAA002,13,-74,,
1316,1600943413,35.1586987,136.9240287,AAA002,13,-74,,
1317,1600943414,35.1586987,136.9240287,AAA002,13,-74,,
1318,1600943415,35.1586987,136.9240287,AAA002,13,-74,,
1319,1600943416,35.1586987,136.9240287,AAA002,13,-74,,
1320,1600943416,35.1586987,136.9240287,AAA002,13,-74,,
1321,1600943417,35.1586987,136.9240287,AAA002,13,-74,,
1322,1600943418,35.1586987,136.9240287,AAA002,13,-74,,
1323,1600943418,35.1586987,136.9240287,AAA002,13,-74,,
1324,1600943419,35.1586987,136.9240287,AAA002,13,-74,,
1325,1600943420,35.1586987,136.9240287,AAA002,13,-74,,
1326,1600943421,35.1586987,136.9240287,AAA002,13,-74,,
1327,1600943421,35.1586987,136.9240287,AAA002,13,-74,,
1328,1600943422,35.1586987,136.9240287,AAA002,13,-74,,
1329,1600943423,35.1586987,136.9240287,AAA002,13,-74,,
1330,1600943424,35.1586987,136.9240287,AAA002,13,-74,,
1331,1600943424,35.1586987,136.9240287,AAA002,13,-74,,
1332,1600943425,35.1586987,136.9240287,AAA002,13,-74,,
1333,1600943426,35.1586987,136.9240287,AAA002,13,-74,,
1334,1600943426,35.1586987,136.9240287,AAA002,13,-74,,
1335,1600943427,35.1586987,136.9240287,AAA002,13,-74,,
1336,1600943428,35.1586987,136.9240287,AAA002,13,-74,,
1337,1600943429,35.1586987,136.9240287,AAA002,13,-74,,
1338,1600943429,35.1586987,136.9240287,AAA002,13,-74,,
1339,1600943430,35.1586987,136.9240287,AAA002,13,-74,,
1340,1600943431,35.1586987,136.9240287,AAA002,13,-74,,
1341,1600943432,35.1586987,136.9240287,AAA002,13,-69,,
1342,1600943433,35.1586987,136.9240287,AAA002,13,-69,,
1343,1600943433,35.1586987,136.9240287,AAA002,13,-69,,
1344,1600943434,35.1586987,136.9240287,AAA002,13,-69,,
1345,1600943435,35.1586987,136.9240287,AAA002,13,-69,,
1346,1600943435,35.1586987,136.9240287,AAA002,13,-69,,
1347,1600943436,35.1586987,136.9240287,AAA002,13,-69,,
1348,1600943437,35.1586987,136.9240287,AAA002,13,-69,,
1349,1600943437,35.1586987,136.9240287,AAA002,13,-69,,
1350,1600943438,35.1586987,136.9240287,AAA002,13,-69,,
1351,1600943439,35.1586987,136.9240287,AAA002,13,-69,,
1352,1600943440,35.1586987,136.9240287,AAA002,13,-69,,
1353,1600943440,35.1586987,136.9240287,AAA002,13,-69,,
1354,1600943441,35.1586987,136.9240287,AAA002,13,-69,,
1355,1600943442,35.1586987,136.9240287,AAA002,13,-69,,
1356,1600943442,35.1586987,136.9240287,AAA002,13,-69,,
1357,1600943443,35.1586987,136.9240287,AAA002,13,-69,,
1358,1600943444,35.1586987,136.9240287,AAA002,13,-69,,
1359,1600943445,35.1586987,136.9240287,AAA002,13,-69,,
1360,1600943445,35.1586987,136.9240287,AAA002,13,-69,,
1361,1600943446,35.1586987,136.9240287,AAA002,13,-69,,
1362,1600943447,35.1586987,136.9240287,AAA002,13,-69,,
1363,1600943447,35.1586987,136.9240287,AAA002,13,-69,,
1364,1600943448,35.1586987,136.9240287,AAA002,13,-69,,
1365,1600943449,35.1586987,136.9240287,AAA002,13,-69,,
1366,1600943450,35.1586987,136.9240287,AAA002,13,-69,,
1367,1600943450,35.1586987,136.9240287,AAA002,13,-69,,
1368,1600943451,35.1586987,136.9240287,AAA002,13,-69,,
1369,1600943452,35.1586987,136.9240287,AAA002,13,-69,,
1370,1600943452,35.1586987,136.9240287,AAA002,13,-69,,
1371,1600943453,35.1586987,136.9240287,AAA002,13,-69,,
1372,1600943454,35.1586987,136.9240287,AAA002,13,-69,,
1373,1600943455,35.1586987,136.9240287,AAA002,13,-69,,
1374,1600943455,35.1586987,136.9240287,AAA002,13,-69,,
1375,1600943456,35.1586987,136.9240287,AAA002,13,-69,,
1376,1600943457,35.1586987,136.9240287,AAA002,13,-69,,
1377,1600943457,35.1586987,136.9240287,AAA002,13,-69,,
1378,1600943458,35.1586987,136.9240287,AAA002,13,-69,,
1379,1600943459,35.1586987,136.9240287,AAA002,13,-69,,
1380,1600943459,35.1586987,136.9240287,AAA002,13,-69,,
1381,1600943460,35.1586987,136.9240287,AAA002,13,-69,,
1382,1600943461,35.1586987,136.9240287,AAA002,13,-69,,
1383,1600943462,35.1586987,136.9240287,AAA002,13,-69,,
1384,1600943462,35.1586987,136.9240287,AAA002,13,-69,,
1385,1600943463,35.1586987,136.9240287,AAA002,13,-69,,
1386,1600943464,35.1586987,136.9240287,AAA002,13,-75,,
1387,1600943464,35.1586987,136.9240287,AAA002,13,-75,,
1388,1600943465,35.1586987,136.9240287,AAA002,13,-75,,
1389,1600943466,35.1586987,136.9240287,AAA002,13,-75,,
1390,1600943467,35.1586987,136.9240287,AAA002,13,-75,,
1391,1600943467,35.1586987,136.9240287,AAA002,13,-75,,
1392,1600943468,35.1586987,136.9240287,AAA002,13,-75,,
1393,1600943469,35.1586987,136.9240287,AAA002,13,-75,,
1394,1600943470,35.1586987,136.9240287,AAA002,13,-75,,
1395,1600943471,35.1586987,136.9240287,AAA002,13,-75,,
1396,1600943471,35.1586987,136.9240287,AAA002,13,-75,,
1397,1600943472,35.1586987,136.9240287,AAA002,13,-75,,
1398,1600943473,35.1586987,136.9240287,AAA002,13,-75,,
1399,1600943474,35.1586987,136.9240287,AAA002,13,-75,,
1400,1600943475,35.1586987,136.9240287,AAA002,13,-75,,
1401,1600943627,35.1586904,136.9239076,AAA002,13,-70,,
1402,1600943627,35.1586904,136.9239076,AAA002,13,-70,,
1403,1600943628,35.1586904,136.9239076,AAA002,13,-70,,
1404,1600943629,35.1586904,136.9239076,AAA002,13,-70,,
1405,1600943629,35.1586904,136.9239076,AAA002,13,-70,,
1406,1600943630,35.1586904,136.9239076,AAA002,13,-70,,
1407,1600943631,35.1586904,136.9239076,AAA002,13,-70,,
1408,1600943631,35.1586904,136.9239076,AAA002,13,-70,,
1409,1600943632,35.1586904,136.9239076,AAA002,13,-70,,
1410,1600943633,35.1586904,136.9239076,AAA002,13,-70,,
1411,1600943633,35.1586904,136.9239076,AAA002,13,-70,,
1412,1600943634,35.1586904,136.9239076,AAA002,13,-70,,
1413,1600943635,35.1586904,136.9239076,AAA002,13,-70,,
1414,1600943635,35.1586904,136.9239076,AAA002,13,-70,,
1415,1600943636,35.1586904,136.9239076,AAA002,13,-70,,
1416,1600943637,35.1586904,136.9239076,AAA002,13,-70,,
1417,1600943637,35.1586904,136.9239076,AAA002,13,-70,,
1418,1600943638,35.1586904,136.9239076,AAA002,13,-70,,
1419,1600943639,35.1586904,136.9239076,AAA002,13,-70,,
1420,1600943640,35.1586904,136.9239076,AAA002,13,-70,,
1421,1600943640,35.1586904,136.9239076,AAA002,13,-70,,
1422,1600943641,35.1586904,136.9239076,AAA002,13,-70,,
1423,1600943642,35.1586904,136.9239076,AAA002,13,-70,,
1424,1600943642,35.1586904,136.9239076,AAA002,13,-70,,
1425,1600943643,35.1586904,136.9239076,AAA002,13,-70,,
1426,1600943644,35.1586904,136.9239076,AAA002,13,-70,,
1427,1600943645,35.1586904,136.9239076,AAA002,13,-70,,
1428,1600943645,35.1586904,136.9239076,AAA002,13,-70,,
1429,1600943646,35.1586904,136.9239076,AAA002,13,-70,,
1430,1600943647,35.1586904,136.9239076,AAA002,13,-70,,
1431,1600943647,35.1586904,136.9239076,AAA002,13,-70,,
1432,1600943648,35.1586904,136.9239076,AAA002,13,-70,,
1433,1600943649,35.1586904,136.9239076,AAA002,13,-70,,
1434,1600943650,35.1586904,136.9239076,AAA002,13,-70,,
1435,1600943650,35.1586904,136.9239076,AAA002,13,-70,,
1436,1600943651,35.1586904,136.9239076,AAA002,13,-70,,
1437,1600943651,35.1586904,136.9239076,AAA002,13,-70,,
1438,1600943652,35.1586904,136.9239076,AAA002,13,-70,,
1439,1600943653,35.1586904,136.9239076,AAA002,13,-70,,
1440,1600943654,35.1586904,136.9239076,AAA002,13,-70,,
1441,1600943654,35.1586904,136.9239076,AAA002,13,-70,,
1442,1600943655,35.1586904,136.9239076,AAA002,13,-70,,
1443,1600943656,35.1586904,136.9239076,AAA002,13,-70,,
1444,1600943656,35.1586904,136.9239076,AAA002,13,-70,,
1445,1600943657,35.1586904,136.9239076,AAA002,13,-70,,
1446,1600943658,35.1586904,136.9239076,AAA002,13,-70,,
1447,1600943658,35.1586904,136.9239076,AAA002,13,-70,,
1448,1600943659,35.1586904,136.9239076,AAA002,13,-70,,
1449,1600943660,35.1586904,136.9239076,AAA002,13,-67,,
1450,1600943660,35.1586904,136.9239076,AAA002,13,-67,,
1451,1600943661,35.1586904,136.9239076,AAA002,13,-67,,
1452,1600943662,35.1586904,136.9239076,AAA002,13,-67,,
1453,1600943662,35.1586904,136.9239076,AAA002,13,-67,,
1454,1600943663,35.1586904,136.9239076,AAA002,13,-67,,
1455,1600943664,35.1586904,136.9239076,AAA002,13,-67,,
1456,1600943664,35.1586904,136.9239076,AAA002,13,-67,,
1457,1600943665,35.1586904,136.9239076,AAA002,13,-67,,
1458,1600943666,35.1586904,136.9239076,AAA002,13,-67,,
1459,1600943667,35.1586904,136.9239076,AAA002,13,-67,,
1460,1600943667,35.1586904,136.9239076,AAA002,13,-67,,
1461,1600943668,35.1586904,136.9239076,AAA002,13,-67,,
1462,1600943669,35.1586904,136.9239076,AAA002,13,-67,,
1463,1600943669,35.1586904,136.9239076,AAA002,13,-67,,
1464,1600943670,35.1586904,136.9239076,AAA002,13,-67,,
1465,1600943671,35.1586904,136.9239076,AAA002,13,-67,,
1466,1600943672,35.1586904,136.9239076,AAA002,13,-67,,
1467,1600943672,35.1586904,136.9239076,AAA002,13,-67,,
1468,1600943673,35.1586904,136.9239076,AAA002,13,-67,,
1469,1600943674,35.1586904,136.9239076,AAA002,13,-67,,
1470,1600943674,35.1586904,136.9239076,AAA002,13,-67,,
1471,1600943675,35.1586904,136.9239076,AAA002,13,-67,,
1472,1600943676,35.1586904,136.9239076,AAA002,13,-67,,
1473,1600943676,35.1586904,136.9239076,AAA002,13,-67,,
1474,1600943677,35.1586904,136.9239076,AAA002,13,-67,,
1475,1600943678,35.1586904,136.9239076,AAA002,13,-67,,
1476,1600943678,35.1586904,136.9239076,AAA002,13,-67,,
1477,1600943679,35.1586904,136.9239076,AAA002,13,-67,,
1478,1600943680,35.1586904,136.9239076,AAA002,13,-67,,
1479,1600943680,35.1586904,136.9239076,AAA002,13,-67,,
1480,1600943681,35.1586904,136.9239076,AAA002,13,-67,,
1481,1600943682,35.1586904,136.9239076,AAA002,13,-67,,
1482,1600943682,35.1586904,136.9239076,AAA002,13,-67,,
1483,1600943683,35.1586904,136.9239076,AAA002,13,-67,,
1484,1600943684,35.1586904,136.9239076,AAA002,13,-67,,
1485,1600943684,35.1586904,136.9239076,AAA002,13,-67,,
1486,1600943685,35.1586904,136.9239076,AAA002,13,-67,,
1487,1600943686,35.1586904,136.9239076,AAA002,13,-67,,
1488,1600943686,35.1586904,136.9239076,AAA002,13,-67,,
1489,1600943687,35.1586904,136.9239076,AAA002,13,-67,,
1490,1600943688,35.1586904,136.9239076,AAA002,13,-67,,
1491,1600943688,35.1586904,136.9239076,AAA002,13,-67,,
1492,1600943689,35.1586904,136.9239076,AAA002,13,-67,,
1493,1600943690,35.1586904,136.9239076,AAA002,13,-67,,
1494,1600943691,35.1586904,136.9239076,AAA002,13,-67,,
1495,1600943691,35.1586904,136.9239076,AAA002,13,-67,,
1496,1600943692,35.1586904,136.9239076,AAA002,13,-67,,
1497,1600943693,35.1586904,136.9239076,AAA002,13,-67,,
1498,1600943693,35.1586904,136.9239076,AAA002,13,-67,,
1499,1600943694,35.1586904,136.9239076,AAA002,13,-67,,
1500,1600943695,35.1586904,136.9239076,AAA002,13,-67,,
1501,1600943775,35.1587804,136.92391,AAA002,13,-75,,
1502,1600943776,35.1587804,136.92391,AAA002,13,-75,,
1503,1600943777,35.1587804,136.92391,AAA002,13,-75,,
1504,1600943778,35.1587804,136.92391,AAA002,13,-75,,
1505,1600943778,35.1587804,136.92391,AAA002,13,-75,,
1506,1600943779,35.1587804,136.92391,AAA002,13,-75,,
1507,1600943780,35.1587804,136.92391,AAA002,13,-75,,
1508,1600943781,35.1587804,136.92391,AAA002,13,-75,,
1509,1600943781,35.1587804,136.92391,AAA002,13,-75,,
1510,1600943782,35.1587804,136.92391,AAA002,13,-75,,
1511,1600943783,35.1587804,136.92391,AAA002,13,-75,,
1512,1600943784,35.1587804,136.92391,AAA002,13,-75,,
1513,1600943784,35.1587804,136.92391,AAA002,13,-75,,
1514,1600943785,35.1587804,136.92391,AAA002,13,-75,,
1515,1600943785,35.1587804,136.92391,AAA002,13,-75,,
1516,1600943786,35.1587804,136.92391,AAA002,13,-75,,
1517,1600943787,35.1587804,136.92391,AAA002,13,-75,,
1518,1600943788,35.1587804,136.92391,AAA002,13,-75,,
1519,1600943788,35.1587804,136.92391,AAA002,13,-75,,
1520,1600943789,35.1587804,136.92391,AAA002,13,-75,,
1521,1600943790,35.1587804,136.92391,AAA002,13,-75,,
1522,1600943790,35.1587804,136.92391,AAA002,13,-75,,
1523,1600943791,35.1587804,136.92391,AAA002,13,-75,,
1524,1600943792,35.1587804,136.92391,AAA002,13,-75,,
1525,1600943793,35.1587804,136.92391,AAA002,13,-75,,
1526,1600943793,35.1587804,136.92391,AAA002,13,-73,,
1527,1600943794,35.1587804,136.92391,AAA002,13,-73,,
1528,1600943795,35.1587804,136.92391,AAA002,13,-73,,
1529,1600943795,35.1587804,136.92391,AAA002,13,-73,,
1530,1600943796,35.1587804,136.92391,AAA002,13,-73,,
1531,1600943797,35.1587804,136.92391,AAA002,13,-73,,
1532,1600943797,35.1587804,136.92391,AAA002,13,-73,,
1533,1600943798,35.1587804,136.92391,AAA002,13,-73,,
1534,1600943799,35.1587804,136.92391,AAA002,13,-73,,
1535,1600943800,35.1587804,136.92391,AAA002,13,-73,,
1536,1600943800,35.1587804,136.92391,AAA002,13,-73,,
1537,1600943801,35.1587804,136.92391,AAA002,13,-73,,
1538,1600943802,35.1587804,136.92391,AAA002,13,-73,,
1539,1600943803,35.1587804,136.92391,AAA002,13,-73,,
1540,1600943803,35.1587804,136.92391,AAA002,13,-73,,
1541,1600943804,35.1587804,136.92391,AAA002,13,-73,,
1542,1600943805,35.1587804,136.92391,AAA002,13,-73,,
1543,1600943805,35.1587804,136.92391,AAA002,13,-73,,
1544,1600943806,35.1587804,136.92391,AAA002,13,-73,,
1545,1600943807,35.1587804,136.92391,AAA002,13,-73,,
1546,1600943808,35.1587804,136.92391,AAA002,13,-73,,
1547,1600943808,35.1587804,136.92391,AAA002,13,-73,,
1548,1600943809,35.1587804,136.92391,AAA002,13,-73,,
1549,1600943810,35.1587804,136.92391,AAA002,13,-73,,
1550,1600943810,35.1587804,136.92391,AAA002,13,-73,,
1551,1600943811,35.1587804,136.92391,AAA002,13,-73,,
1552,1600943812,35.1587804,136.92391,AAA002,13,-73,,
1553,1600943812,35.1587804,136.92391,AAA002,13,-73,,
1554,1600943813,35.1587804,136.92391,AAA002,13,-73,,
1555,1600943813,35.1587804,136.92391,AAA002,13,-73,,
1556,1600943814,35.1587804,136.92391,AAA002,13,-73,,
1557,1600943815,35.1587804,136.92391,AAA002,13,-73,,
1558,1600943815,35.1587804,136.92391,AAA002,13,-73,,
1559,1600943816,35.1587804,136.92391,AAA002,13,-73,,
1560,1600943817,35.1587804,136.92391,AAA002,13,-73,,
1561,1600943817,35.1587804,136.92391,AAA002,13,-73,,
1562,1600943818,35.1587804,136.92391,AAA002,13,-73,,
1563,1600943819,35.1587804,136.92391,AAA002,13,-73,,
1564,1600943819,35.1587804,136.92391,AAA002,13,-73,,
1565,1600943820,35.1587804,136.92391,AAA002,13,-73,,
1566,1600943821,35.1587804,136.92391,AAA002,13,-73,,
1567,1600943821,35.1587804,136.92391,AAA002,13,-73,,
1568,1600943822,35.1587804,136.92391,AAA002,13,-73,,
1569,1600943823,35.1587804,136.92391,AAA002,13,-73,,
1570,1600943824,35.1587804,136.92391,AAA002,13,-73,,
1571,1600943824,35.1587804,136.92391,AAA002,13,-73,,
1572,1600943825,35.1587804,136.92391,AAA002,13,-79,,
1573,1600943826,35.1587804,136.92391,AAA002,13,-79,,
1574,1600943826,35.1587804,136.92391,AAA002,13,-79,,
1575,1600943827,35.1587804,136.92391,AAA002,13,-79,,
1576,1600943828,35.1587804,136.92391,AAA002,13,-79,,
1577,1600943829,35.1587804,136.92391,AAA002,13,-79,,
1578,1600943829,35.1587804,136.92391,AAA002,13,-79,,
1579,1600943830,35.1587804,136.92391,AAA002,13,-79,,
1580,1600943831,35.1587804,136.92391,AAA002,13,-79,,
1581,1600943831,35.1587804,136.92391,AAA002,13,-79,,
1582,1600943832,35.1587804,136.92391,AAA002,13,-79,,
1583,1600943833,35.1587804,136.92391,AAA002,13,-79,,
1584,1600943833,35.1587804,136.92391,AAA002,13,-79,,
1585,1600943834,35.1587804,136.92391,AAA002,13,-79,,
1586,1600943835,35.1587804,136.92391,AAA002,13,-79,,
1587,1600943835,35.1587804,136.92391,AAA002,13,-79,,
1588,1600943836,35.1587804,136.92391,AAA002,13,-79,,
1589,1600943837,35.1587804,136.92391,AAA002,13,-79,,
1590,1600943838,35.1587804,136.92391,AAA002,13,-79,,
1591,1600943838,35.1587804,136.92391,AAA002,13,-79,,
1592,1600943839,35.1587804,136.92391,AAA002,13,-79,,
1593,1600943840,35.1587804,136.92391,AAA002,13,-79,,
1594,1600943840,35.1587804,136.92391,AAA002,13,-79,,
1595,1600943841,35.1587804,136.92391,AAA002,13,-79,,
1596,1600943842,35.1587804,136.92391,AAA002,13,-79,,
1597,1600943842,35.1587804,136.92391,AAA002,13,-79,,
1598,1600943843,35.1587804,136.92391,AAA002,13,-79,,
1599,1600943844,35.1587804,136.92391,AAA002,13,-79,,
1600,1600943845,35.1587804,136.92391,AAA002,13,-79,,
1601,1600943923,35.1587949,136.9240763,AAA002,13,-71,,
1602,1600943924,35.1587949,136.9240763,AAA002,13,-71,,
1603,1600943925,35.1587949,136.9240763,AAA002,13,-71,,
1604,1600943925,35.1587949,136.9240763,AAA002,13,-71,,
1605,1600943926,35.1587949,136.9240763,AAA002,13,-71,,
1606,1600943927,35.1587949,136.9240763,AAA002,13,-71,,
1607,1600943928,35.1587949,136.9240763,AAA002,13,-71,,
1608,1600943928,35.1587949,136.9240763,AAA002,13,-71,,
1609,1600943929,35.1587949,136.9240763,AAA002,13,-71,,
1610,1600943929,35.1587949,136.9240763,AAA002,13,-71,,
1611,1600943930,35.1587949,136.9240763,AAA002,13,-71,,
1612,1600943931,35.1587949,136.9240763,AAA002,13,-71,,
1613,1600943932,35.1587949,136.9240763,AAA002,13,-71,,
1614,1600943932,35.1587949,136.9240763,AAA002,13,-71,,
1615,1600943933,35.1587949,136.9240763,AAA002,13,-71,,
1616,1600943934,35.1587949,136.9240763,AAA002,13,-71,,
1617,1600943935,35.1587949,136.9240763,AAA002,13,-71,,
1618,1600943935,35.1587949,136.9240763,AAA002,13,-71,,
1619,1600943936,35.1587949,136.9240763,AAA002,13,-71,,
1620,1600943937,35.1587949,136.9240763,AAA002,13,-71,,
1621,1600943937,35.1587949,136.9240763,AAA002,13,-71,,
1622,1600943938,35.1587949,136.9240763,AAA002,13,-71,,
1623,1600943939,35.1587949,136.9240763,AAA002,13,-71,,
1624,1600943940,35.1587949,136.9240763,AAA002,13,-71,,
1625,1600943940,35.1587949,136.9240763,AAA002,13,-71,,
1626,1600943941,35.1587949,136.9240763,AAA002,13,-71,,
1627,1600943942,35.1587949,136.9240763,AAA002,13,-71,,
1628,1600943943,35.1587949,136.9240763,AAA002,13,-71,,
1629,1600943943,35.1587949,136.9240763,AAA002,13,-71,,
1630,1600943944,35.1587949,136.9240763,AAA002,13,-71,,
1631,1600943945,35.1587949,136.9240763,AAA002,13,-71,,
1632,1600943946,35.1587949,136.9240763,AAA002,13,-71,,
1633,1600943946,35.1587949,136.9240763,AAA002,13,-71,,
1634,1600943947,35.1587949,136.9240763,AAA002,13,-71,,
1635,1600943948,35.1587949,136.9240763,AAA002,13,-71,,
1636,1600943949,35.1587949,136.9240763,AAA002,13,-71,,
1637,1600943949,35.1587949,136.9240763,AAA002,13,-71,,
1638,1600943950,35.1587949,136.9240763,AAA002,13,-71,,
1639,1600943951,35.1587949,136.9240763,AAA002,13,-71,,
1640,1600943952,35.1587949,136.9240763,AAA002,13,-71,,
1641,1600943952,35.1587949,136.9240763,AAA002,13,-71,,
1642,1600943953,35.1587949,136.9240763,AAA002,13,-71,,
1643,1600943954,35.1587949,136.9240763,AAA002,13,-71,,
1644,1600943954,35.1587949,136.9240763,AAA002,13,-71,,
1645,1600943955,35.1587949,136.9240763,AAA002,13,-71,,
1646,1600943956,35.1587949,136.9240763,AAA002,13,-69,,
1647,1600943957,35.1587949,136.9240763,AAA002,13,-69,,
1648,1600943957,35.1587949,136.9240763,AAA002,13,-69,,
1649,1600943958,35.1587949,136.9240763,AAA002,13,-69,,
1650,1600943959,35.1587949,136.9240763,AAA002,13,-69,,
1651,1600943959,35.1587949,136.9240763,AAA002,13,-69,,
1652,1600943960,35.1587949,136.9240763,AAA002,13,-69,,
1653,1600943961,35.1587949,136.9240763,AAA002,13,-69,,
1654,1600943962,35.1587949,136.9240763,AAA002,13,-69,,
1655,1600943962,35.1587949,136.9240763,AAA002,13,-69,,
1656,1600943963,35.1587949,136.9240763,AAA002,13,-69,,
1657,1600943964,35.1587949,136.9240763,AAA002,13,-69,,
1658,1600943965,35.1587949,136.9240763,AAA002,13,-69,,
1659,1600943965,35.1587949,136.9240763,AAA002,13,-69,,
1660,1600943966,35.1587949,136.9240763,AAA002,13,-69,,
1661,1600943967,35.1587949,136.9240763,AAA002,13,-69,,
1662,1600943967,35.1587949,136.9240763,AAA002,13,-69,,
1663,1600943968,35.1587949,136.9240763,AAA002,13,-69,,
1664,1600943969,35.1587949,136.9240763,AAA002,13,-69,,
1665,1600943970,35.1587949,136.9240763,AAA002,13,-69,,
1666,1600943970,35.1587949,136.9240763,AAA002,13,-69,,
1667,1600943971,35.1587949,136.9240763,AAA002,13,-69,,
1668,1600943972,35.1587949,136.9240763,AAA002,13,-69,,
1669,1600943972,35.1587949,136.9240763,AAA002,13,-69,,
1670,1600943973,35.1587949,136.9240763,AAA002,13,-69,,
1671,1600943974,35.1587949,136.9240763,AAA002,13,-69,,
1672,1600943975,35.1587949,136.9240763,AAA002,13,-69,,
1673,1600943975,35.1587949,136.9240763,AAA002,13,-69,,
1674,1600943976,35.1587949,136.9240763,AAA002,13,-69,,
1675,1600943977,35.1587949,136.9240763,AAA002,13,-69,,
1676,1600943977,35.1587949,136.9240763,AAA002,13,-69,,
1677,1600943978,35.1587949,136.9240763,AAA002,13,-69,,
1678,1600943979,35.1587949,136.9240763,AAA002,13,-69,,
1679,1600943980,35.1587949,136.9240763,AAA002,13,-69,,
1680,1600943980,35.1587949,136.9240763,AAA002,13,-69,,
1681,1600943981,35.1587949,136.9240763,AAA002,13,-69,,
1682,1600943982,35.1587949,136.9240763,AAA002,13,-69,,
1683,1600943982,35.1587949,136.9240763,AAA002,13,-69,,
1684,1600943983,35.1587949,136.9240763,AAA002,13,-69,,
1685,1600943984,35.1587949,136.9240763,AAA002,13,-69,,
1686,1600943985,35.1587949,136.9240763,AAA002,13,-69,,
1687,1600943985,35.1587949,136.9240763,AAA002,13,-69,,
1688,1600943986,35.1587949,136.9240763,AAA002,13,-69,,
1689,1600943987,35.1587949,136.9240763,AAA002,13,-69,,
1690,1600943988,35.1587949,136.9240763,AAA002,13,-69,,
1691,1600943988,35.1587949,136.9240763,AAA002,13,-69,,
1692,1600943989,35.1587949,136.9240763,AAA002,13,-73,,
1693,1600943990,35.1587949,136.9240763,AAA002,13,-73,,
1694,1600943991,35.1587949,136.9240763,AAA002,13,-73,,
1695,1600943991,35.1587949,136.9240763,AAA002,13,-73,,
1696,1600943992,35.1587949,136.9240763,AAA002,13,-73,,
1697,1600943993,35.1587949,136.9240763,AAA002,13,-73,,
1698,1600943993,35.1587949,136.9240763,AAA002,13,-73,,
1699,1600943994,35.1587949,136.9240763,AAA002,13,-73,,
1700,1600943995,35.1587949,136.9240763,AAA002,13,-73,,
1701,1600944152,35.1588124,136.9242134,AAA002,13,-62,,
1702,1600944153,35.1588124,136.9242134,AAA002,13,-62,,
1703,1600944187,35.1588124,136.9242134,AAA002,13,-69,,
1704,1600944188,35.1588124,136.9242134,AAA002,13,-69,,
1705,1600944188,35.1588124,136.9242134,AAA002,13,-69,,
1706,1600944189,35.1588124,136.9242134,AAA002,13,-69,,
1707,1600944190,35.1588124,136.9242134,AAA002,13,-69,,
1708,1600944190,35.1588124,136.9242134,AAA002,13,-69,,
1709,1600944191,35.1588124,136.9242134,AAA002,13,-69,,
1710,1600944192,35.1588124,136.9242134,AAA002,13,-69,,
1711,1600944192,35.1588124,136.9242134,AAA002,13,-69,,
1712,1600944193,35.1588124,136.9242134,AAA002,13,-69,,
1713,1600944194,35.1588124,136.9242134,AAA002,13,-69,,
1714,1600944194,35.1588124,136.9242134,AAA002,13,-69,,
1715,1600944195,35.1588124,136.9242134,AAA002,13,-69,,
1716,1600944196,35.1588124,136.9242134,AAA002,13,-69,,
1717,1600944197,35.1588124,136.9242134,AAA002,13,-69,,
1718,1600944197,35.1588124,136.9242134,AAA002,13,-69,,
1719,1600944198,35.1588124,136.9242134,AAA002,13,-69,,
1720,1600944199,35.1588124,136.9242134,AAA002,13,-69,,
1721,1600944199,35.1588124,136.9242134,AAA002,13,-69,,
1722,1600944200,35.1588124,136.9242134,AAA002,13,-69,,
1723,1600944201,35.1588124,136.9242134,AAA002,13,-69,,
1724,1600944201,35.1588124,136.9242134,AAA002,13,-69,,
1725,1600944202,35.1588124,136.9242134,AAA002,13,-69,,
1726,1600944203,35.1588124,136.9242134,AAA002,13,-69,,
1727,1600944203,35.1588124,136.9242134,AAA002,13,-69,,
1728,1600944204,35.1588124,136.9242134,AAA002,13,-69,,
1729,1600944205,35.1588124,136.9242134,AAA002,13,-69,,
1730,1600944206,35.1588124,136.9242134,AAA002,13,-69,,
1731,1600944207,35.1588124,136.9242134,AAA002,13,-69,,
1732,1600944207,35.1588124,136.9242134,AAA002,13,-69,,
1733,1600944208,35.1588124,136.9242134,AAA002,13,-69,,
1734,1600944209,35.1588124,136.9242134,AAA002,13,-69,,
1735,1600944209,35.1588124,136.9242134,AAA002,13,-69,,
